source,target
ꢔꢸꢞ꣄ꢳꢸ,கு3ட்3ளு
ꢙꢵꢡꢶ ꢒꢫ꣄ꢭꣁ,ஜாதி கய்லொ
ꢤꢸꢪ꣄ꢨꢸꢬꢵꢱ꣄ꢜꢸ,து4ம்பு3ராஸ்டு
ꢓꢙꢸꢬ꣄,க2ஜுர்
ꢣꢫ꣄ꢬꣁ,த3ய்ரொ
ꢣꢫ꣄ꢬ,த3ய்ர
ꢓꣃꢥꢱ꣄,கௌ2னஸ்
ꢣꢶꢒ꣄ꢒꢸ,தி3க்கு
ꢣꢶꢱꣁ,தி3ஸொ
ꢣꢾꢒ꣄ꢰꢠ꣄,தெ3க்ஷண்
ꢣꢾꢒ꣄ꢰꢓꣃꢥꢱ꣄,தெ3க்ஷகௌ2னஸ்
ꢣꢾꢒ꣄ꢰꣁꢱ꣄ꢡꣁ,தெ3க்ஷொஸ்தொ
ꢆꢡ꣄ꢡꢬ꣄,உத்தர்
ꢆꢡ꣄ꢓꣃꢥꢱ꣄,உத்கௌ2னஸ்
ꢆꢡ꣄ꢲꣁꢱ꣄ꢡꣁ,உத்ஹொஸ்தொ
ꢙꢫ꣄ꢥꣁ,ஜய்நொ
ꢙꢫ꣄ꢥ,ஜய்ந
ꢂꢱ꣄ꢡꢪꢥꣁ,அஸ்தமனொ
ꢂꢒꢵꢯ꣄ ꢔꢾꢖ꣄ꢔꣁ,அகாஸு கெ3ங்கொ3
ꢂꢒꢵꢱ꣄,அகாஸ்
ꢮꢵꢦ꣄,வாப்
ꢦꢮꢶ,பவி
ꢦꢶꢞꢸ,பிடு3
ꢲꢥ꣄ꢣꢵꢬ꣄,ஹந்தா3ர்
ꢔꢾꢮꢶ,கெ3வி
ꢆꢣꢫꢪ꣄,உத3யம்
ꢱꢸꢬꢶꢡꢸ ꢥꢶꢒꢶꢭ꣄ꢥꢶ,ஸுரிது நிகிள்னி
ꢙꢵꢳꢸꢗꢸꢒ꣄ꢒꣁ,ஜாளுசுக்கொ
ꢂꢔꢗꢵꢭ꣄ ꢂꢫ꣄ꢣꢸ,அக3சால்அய்து3
ꢦ꣄ꢬꢒ꣄ꢰꢾꢦꢥꣁ,ப்ரக்ஷேபனொ
ꢕꢶꢬꢵꢠ꣄,கி4ராண்
ꢔꣁꢳ꣄꣄,கோ3ள்
ꢒꢶꢬꢠ꣄,கிரண்
ꢒꢿꢡꢸ,கேது
ꢗꢥ꣄ꢣ꣄ꢬ ꢕ꣄ꢬꢵꢠ꣄,சந்த்3ரக்4ராண்
ꢗꢵꢥ꣄ꢣꢸ ꢕ꣄ꢬꢵꢠ꣄,சாந்து3 க்4ராண்
ꢗꢾꢥ꣄ꢣꢵꢪꢸ ꢕ꣄ꢬꢵꢠ꣄,செந்தா3மு க்4ராண்
ꢗꢾꢥ꣄ꢣꢵꢪ꣄,செந்தா3ம்
ꢗꢵꢥ꣄ꢣꢸ,சாந்து3
ꢱ꣄ꢥꢶ,ஸனி
ꢱꢾꢥꢶ,ஸெனி
ꢱꢸꢒ꣄ꢒꢸꢬ꣄,ஸுக்குர்
ꢱꢸꢳꢶꢮꢬꣂ,ஸுளிவரொ
ꢱꢹꢬ꣄ꢫ ꢕ꣄ꢬꢵꢠ꣄,ஸூர்யக்4ராண்
ꢱꢸꢬꢶꢡꢸ ꢪꢠ꣄ꢞꢭ꣄,ஸுரிதுமண்ட3ல்
ꢱꢹꢬ꣄ꢫ ꢪꢠ꣄ꢞꢭ꣄,ஸூர்ய மண்ட3ல்
ꢱꢸꢬꢶꢡ꣄,ஸுரித்
ꢩꢵꢥꢸ,பா4னு
ꢆꢦꢨ꣄ꢬꢲꣁ,உபக்3ரஹொ
ꢪꢖ꣄ꢔꢳ꣄ ꢔ꣄ꢬꢲꣁ,மங்க3ள் க்3ரஹொ
ꢱꢸꢬꢶꢡ,ஸுரித்
ꢱꢬꢔ꣄ꢬꢲꣁ,ஸஹக்3ரஹொ
ꢗꢶꢥꢸꢒ꣄,சினுக்
ꢗꢶꢖ꣄ꢒꢸꢭ꣄,சிங்குல்
ꢪꢵꢬꢸꢡ꣄,மாருத்
ꢗꢸꢒ꣄ꢒꣁ,சுக்கொ
ꢥꣁꢮ꣄ꢔꢶꢬꢲꢵꢥ꣄,நொவ்க்3ரஹான்
ꢗꢾꢥ꣄ꢣꢵꢪꢸ ꢲꢹꢙꢵꢭ꣄,செந்தா3முஹுஜாள்
ꢗꢥ꣄ꢣ꣄ꢬꢶꢒꣁ,சந்த்3ரிகொ
ꢗꢥ꣄ꢣ꣄ꢬ ꢦ꣄ꢬꢩꣁ,சந்த்3ர ப்ரபொ4
ꢒꣃꢪꢸꢣꢶ,கௌமுதி3
ꢗꢾꢥ꣄ꢡꢵꢪ꣄,செந்தா3ம்
ꢄꢥ꣄ꢣꢸ,இந்து3
ꢗꢥ꣄ꢣ꣄ꢬꢫꢵꢥ꣄,சந்த்3ரயான்
ꢬꢸꢡꢸꢮꢬꣁ,ருதுவரொ
ꢬꢸꢡꢸꢦꣁꢮ꣄ꢱ꣄,ருதுபொவ்ஸ்
ꢪꣁꢖ꣄ꢗꢸ,மொஞ்சு
ꢲꢶꢪꢵ ꢔꢾꢞ꣄ꢞꣁ,ஹிமா கெ3ட்3டொ3
ꢲꢶꢪꢵ ꢨꢶꢥ꣄ꢣꢸ,ஹிமாபி3ந்து3
ꢐꢱꢸ ꢨꢶꢥ꣄ꢣꢸ,ஓஸு பி3ந்து3
ꢨꢸꢤꣁ,பு3தொ4
ꢨꢸꢤꣁ ꢔ꣄ꢬꢲꣁ,பு3த4க்3ரஹொ
ꢱꢸꢳꢶ ꢮꢬꣁ,ஸுளி வரொ
ꢩꢹ ꢃꢒꢬ꣄ꢰꢠ ꢯꢒ꣄ꢡꢶ,பூ4 ஆகர்ஷண ஶக்தி
ꢪꢡ꣄ꢡꢶ ꢮꢬꣁ,மத்திவரொ
ꢦꣁꢮ꣄ꢱ꣄,பொவ்ஸ்
ꢂꢱ꣄ꢡꢪꢵꢥ꣄,அஸ்தமான்
ꢮꢶꢣ꣄ꢫꢸꢡ꣄,வித்3யுத்
ꢪꢿꢕ꣄꣄,மேக்4
ꢪꣁꢨ꣄ꢨꢸ,மொப்3பு3
ꢬꢵꢲꢸ,ராஹு
ꢮꢬꣁ,வரொ
ꢦꢹꢱꢸ ꢗꢸꢒ꣄ꢒꣁ,பூஸுசுக்கொ
ꢂꢒꢵꢰ꣄,அகாஸ்
ꢲꢨꢵꢳ꣄,ஹபா3ள்
ꢂꢒꢵꢱꢸ ꢮꢖ꣄ꢒꢜ꣄,அகாஸு வங்கட்
ꢂꢒꢵꢱꢸ ꢤꢥꢸꢱ꣄,அகாஸு த4னுஸ்
ꢄꢥ꣄ꢣ꣄ꢬ ꢤꢥꢸꢱ꣄,இந்த்3ர த4னுஸ்
ꢮꢶꢫꣁꢪꢥ꣄,வியோமன்
ꢱꢸꢥ꣄ꢫ ꢂꢒꢵꢱ꣄,ஸூன்ய அகாஸ்
ꢔꢸꢬꢸ,கு3ரு
ꢲꢹꢥ꣄,ஹூன்
ꢲꢸꢙꢵꢭ꣄,ஹூஜாள்
ꢦꢶꢥ꣄ꢣꢵ,பிந்தா3
ꢥꢴꢥ꣄ꢥ,ந:ன்ன
ꢒꢸꢳ꣄ꢳꢾ,கு3ள்ளெ
ꢗꢾꢬ꣄ꢒ꣄ꢒꢲꣁꢫꢾ,ஸெர்கஹொயெ
ꢓꢭꢶ,க2லி
ꢂꢒ꣄ꢒꢸꢬꢵ,அக்குரா
ꢥꢷꢗ,நீச
ꢬꢸꢮ꣄ꢮ,ருவ்வ
ꢢꢾꢮ꣄ꢞ,தெ2வ்ட3
ꢩꢾꢭꢶꢗꣁꢒ꣄ꢒꢜ꣄,பெ4ளிசொக்கட்
ꢗꣁꢒ꣄ꢒꢜ꣄,சொக்கட்
ꢙꢸꢒ꣄ꢒꢸ,ஜு2க்கு
ꢩꢾꢭꢶ ꢥꢴꢥ꣄ꢥ,பெ4ளிந:ன்ன
ꢭꢪ꣄ꢨ,லம்ப3
ꢆꢛ꣄ꢗ,உஞ்ச
ꢚꢸꢒ꣄ꢒꢸꢒꢵꢭ,ஜீ2க்குகால
ꢚꢸꢒ꣄ꢒꢸ,ஜு2க்கு
ꢙꢸꢥ꣄ꢥ,ஜுன்ன
ꢥꣁꢮꣁ,நொவொ
ꢪꢴꣁꢜ꣄ꢜꣁ,மொ:ட்ட
ꢧꢸꢬ,பு2ர
ꢧꢸꢬꢲꣁꢫꢾ,பு2ரஹொயெ
ꢩꢾꢭꢶ,பெ4ளி
ꢨꣁꢭꢶꢪꢸ,பொ3லிமு
ꢂꢥꢾꢒ,அனேக
ꢥꢶꢱ꣄ꢡ,நிஸ்த
ꢮꢾꢒ꣄ꢳ꣄,வெக்ள
ꢭ,ல
ꢦꢾꢱꢵꢮ꣄꣄,பெஸாவ்
ꢬꢸꢥ꣄ꢡꢶ,ருந்தி
ꢨꣂꢜ꣄,போ3ட்
ꢂꢞꢶ,அடி3
ꢪꣂꢦꢸ,மோவு
ꢪꣂꢦꢸ ꢓꢜ꣄ꢜꢶ,மோவுக2ட்டி
ꢂꢬꣁ,அரொ
ꢥꢶꢪ꣄ꢥꣁ,நிம்னொ
ꢭꣁꢡ꣄,லோத்
ꢂꢜ꣄ꢥꣁ,அட்னொ
ꢲꢡ꣄ꢣꢞ꣄ꢞꣁ,ஹத்த3ட்3டொ3
ꢒꢵꢭꢞ꣄ꢞꣁ,காலட்3டொ3
ꢱꣂꢮꢸ,சோவு
ꢩꢵꢬ꣄ꢪꣂꢮꢸ,பா4ர்மோவு
ꢙꣂꢒ꣄,ஜோக்
ꢪꣁꢮ꣄ꢙꢥ꣄ꢪꣂꢮꢸ,மொவ்ஜன்மோவு
ꢔꢥꢪꣂꢦꢸ,க3னமோவு
ꢩꢵꢬ꣄,பா4ர்
ꢔꢾꢙ꣄ꢙꢸ,கெ3ஜ்ஜு
ꢂꢮ꣄ꢞ ꢪꣂꢮꢸ,அவ்ட3மோவு
ꢗꢡ꣄ꢬꢸꢭ꣄ ꢪꣂꢮꢸ,சத்ருல்மோவு
ꢙꢵꢠ꣄,ஜாண்
ꢗꢶꢪ꣄ꢜꣁ,சிம்டொ
ꢦꢬꢶꢡꢶ,பரிதி
ꢒꢸꢠ꣄ꢮꢫ ꢪꣂꢮꢸ,குண்வயமோவு
ꢡꢸꢭꣁ,துலொ
ꢥꢬꢵꢙꢶ,நராஜி
ꢒꢸꢜ꣄ꢒꣁ,குட்கொ
ꢨꢶꢥ꣄ꢣꢸ,பி3ந்து3
ꢡꣁꢭꣁ,தோலொ
ꢥꢵꢳꢶ,நாளி
ꢩꢵꢬ꣄ ꢪꣂꢮꢸ,பா4ர் மோவு
ꢭꢵꢪ꣄ ꢪꣂꢮꢶ,லாம்மோவு
ꢪꢹꢬꣁ,மூரொ
ꢂꢞ꣄ꢞꣁ,அட்3டொ3
ꢥꢾꢬ꣄ꢦꢾꢪꣂꢮꢸ,நெர்பெமோவு
ꢦꢭꢪ꣄,பலம்
ꢂꢣ꣄ꢣꢾ,ஹத்3தெ3
ꢪꢹꢣ꣄,மூட்3
ꢪꢹꢞ꣄ꢩꣂꢬ꣄,மூட்3போ4ர்
ꢪꢬꢒ꣄ꢒꢵꢭ꣄,மரக்கால்
ꢪꢷꢜ꣄ꢜꢬ꣄,மீட்டர்
ꢪꢶꢛ꣄ꢗꢶ ꢪꣁꢮꢸ,மிஞ்சிமோவு
ꢪꣁꢳꢪꢸꢮꢳ꣄꣄ꢜꢶ,மொளமுவள்டி
ꢪꢹꢬꢵ ꢒꢮ꣄ꢠ꣄ꢞꢶ,மூரா கவ்ண்டி3
ꢪꣁꢳꢪ꣄,மொளம்
ꢲꢵꢡ꣄,ஹாத்
ꢂꢮ꣄ꢞꢵꢪꣁꢮꢸ,அவ்டா3மோவு
ꢮꢶꢱꢶ,விஸி
ꢡꢵꢦ꣄ꢱꢥꢶ,தாப்ஸனி
ꢡꢵꢦ꣄ꢪꢵꢥꢶ,தாப்மானி
ꢱꢾꢬ꣄ꢒꣁ,ஸெர்கொ
ꢙꣂꢞꢶ,ஜொடி3
ꢂꢣꢿꢖ꣄ꢒꢦ꣄ꢦꢵ,அடே3ங்கப்பா
ꢂꢪ꣄ꢪꢵꢞꢶ,அம்மாடி3
ꢂꢮ ꢂꢪ꣄ꢨꢵ,அவ அம்பா3
ꢡꢾꢭ꣄ꢫꢒ ꢲꢵꢭ꣄,தெல்யக ஹால்
ꢲꢵꢭꢶꢪ꣄,ஹாலிம்
ꢡꢿꢜ꣄ꢱꢵ,தேட் ஸா
ꢄꢱꣁꢫꢵ,இஸொயா?
ꢄꢱꣂꢪꢾꢥꢾꢡꢶ,இஸொமெனெதி
ꢲꢵ,ஹா
ꢂꢦ꣄ꢦꢵꢜꢶ,அப்பாடி
ꢂꢪ꣄ꢪꢵꢜꢷ,அப்பாடீ
ꢂꢪ꣄ꢪꢵꢜꢶ,அம்மாடி
ꢥꢴꢵ,நா:
ꢲꢵꢫ꣄,ஹாய்
ꢲꣁꢫꢾꢡꢶ,ஹொயெதி
ꢪꢾꢔꢶ,மெகி3
ꢌꢭ꣄ꢫꢾꢒ ꢲꢵꢭ꣄,எல்யெக ஹால்
ꢍꢜ꣄ꢱꢵ,ஏட்ஸா
ꢍꢭꢵ,ஏலா
ꢓꢳꢳꢿ,க2ள்ளே
ꢤꢿꢬ꣄,தே4ர்
ꢓꢳ꣄ꢳꢸꢮꣁ,க2ள்ளுவொ
ꢤꢾꢬꣁ,தெ4ரொ
ꢤꢾꢬꢸꢮꣁ,தெ4ருவொ
ꢂꢖ꣄ꢔꢸꢥ꣄,அங்கு3ன்
ꢂꢡ꣄ꢡꢾꢖ꣄ꢔꢸꢜ꣄,அத்தெங்கு3ட்
ꢂꢡꢧꢬꣁ,அதப2ரொ
ꢆꢰ꣄,உஷ்
ꢲꢵꢫ꣄ ꢲꢵꢫ꣄,ஹாய்ஹாய்
ꢡꢾꢭ꣄ꢫꢒ ꢭꢾꢥ꣄ꢡ,தெல்யக லெந்த
ꢍꢫ꣄,ஏய்
ꢬꢾ,ரே
ꢬꢿꢫ꣄,ரேய்
ꢎꢫꣂ,ஐயோ
ꢐ,ஓ
ꢲꣂꢥ꣄ꢣꢒ꣄,ஹோந்த3க்
ꢲꣂꢫ꣄,ஹோய்
ꢘꢷꢗ꣄ꢘꢷ,சீ2ச்சீ2
ꢮꢵ,வா
ꢂꢮꢵ,அவா
ꢢꢸꢡ꣄ꢡꢹ,தூ2த்தூ
ꢦꢵꢦ꣄,பாப்
ꢇꢲꢹꢄ~,ஊஹூ~
ꢧꢶꢮ꣄ꢬꢶ,பி2ர்வி பி2ர்வி
ꢡꢾꢒ ꢧꢬꢵꢡ꣄,தெகப2ராத்
ꢲꣀꢫꢵ,ஹையா
ꢗꣀꢡ꣄ꢬꣁ,சைத்ரொ
ꢮꣀꢱꢵꢒ꣄,வைஸாக்
ꢙꣂꢰ꣄ꢜꣁ,ஜேஷ்டொ
ꢃꢰꢵꢞꣁ,ஆஷாடொ3
ꢱ꣄ꢬꢵꢮꢠꣁ,ஸ்ராவணொ
ꢩꢵꢣ꣄ꢬꢦꢣꣁ,பா4த்3ரபதொ3
ꢃꢱ꣄ꢮꢷꢙꣁ,ஆஸ்வீஜொ
ꢒꢵꢬ꣄ꢡꢶꢒꣁ,கார்திகொ
ꢪꢵꢬ꣄ꢔꢱꢷꢬ꣄ꢱꣁ,மார்க3ஸீர்ஸொ
ꢦꢸꢰ꣄ꢫꣁ,புஷ்யொ
ꢪꢵꢕꣁ,மாகொ4
ꢧꢵꢭ꣄ꢔꢸꢥꢶ,பா2ல்கு3னி
ꢔꢾꢬꢸꢮ,கெ3ருவ்
ꢮꢶꢗꢵꢬ꣄,விசார்
ꢲꢾꢞ꣄ꢞꢾ,ஹெட்3டெ3
ꢂꢱꢶꢖ꣄ꢔꢪ,அஸிங்க3ம்
ꢮꢶꢥꢫꣁ,விநயொ
ꢩꢙꢵꢬꢶꢥ꣄,ப4ஜாரின்
ꢭꢮ꣄ꢠ꣄ꢞꢶ,லவ்ண்டி3
ꢩꢵꢙꢵꢬꢶꢦꢥ꣄,ப4ஜாரிபன்
ꢣꢵꢱ꣄,தா3ஸ்
ꢣꢵꢱꢶ,தா3ஸி
ꢣꢵꢱꢦ꣄ꢦꢥ꣄,தா3ஸப்பன்
ꢂꢤꢶꢒꢵꢬ꣄,அதி4கார்
ꢃꢗ꣄ꢗꢬ꣄ꢫꣁ,ஆச்சர்யொ
ꢂꢡꢶꢬꢸꢦ꣄ꢡꢶ,அதிருப்தி
ꢂꢣꢸꢰ꣄ꢜꢸ,அது3ஷ்டு
ꢂꢥ꣄ꢣꢱ꣄ꢡꢸ,அந்த3ஸ்து
ꢣꢾꢮꢸꢨꢵꢦ꣄,தே3வுபா3ப்
ꢡꢪ꣄ꢪꢵꢞꢶ,தம்மாடி3
ꢂꢦ꣄ꢬꢵꢠꢶ,அப்ராணி
ꢂꢥꢬ꣄ꢢꢸꢮꢡ꣄ꢡꣁ,அனர்து2வத்தொ
ꢪꢶꢡꢥ꣄ꢮꢡ꣄ꢡꣁ,மிதன்வத்தொ
ꢂꢩꢶꢪꢵꢥ꣄,அபி4மான்
ꢒꢺꢬꢸꢦꣁ,க்ருபொ
ꢂꢭꢖ꣄ꢒꢵꢬ꣄,அலங்கார்
ꢩꢮꢵꢜ꣄,ப4வாட்
ꢲꢶꢠ꣄ꢞꢱ꣄ꢡꢿ,ஹிண்ட3ஸ்தே
ꢂꢮꢶꢱ꣄ꢮꢵꢱ꣄,அவிஸ்வாஸ்
ꢒꢳꢖ꣄ꢔꢸ,களங்கு3
ꢱꢸꢥ꣄ꢣꢬꣁ,ஸுந்த3ரொ
ꢱꢸꢥ꣄ꢣꢬꢶ,ஸுந்த3ரி
ꢱꢸꢖ꣄ꢔꢵꢬ꣄,ஸிங்கா3ர்
ꢥꢵꢱ꣄,நாஸ்
ꢥꢱꢵꢡ꣄,நஸாத்
ꢃꢗ꣄ꢗꢬ꣄ꢫꢸ,ஆச்சர்யு
ꢮꢶꢣ꣄ꢮꢵꢥ꣄,வித்3வான்
ꢦꢠ꣄ꢞꢶꢡ꣄,பண்டி3த்
ꢦꢬꢶꢗꢫ꣄,பரிசய்
ꢂꢒ꣄ꢛꢵꢥ꣄,அக்ஞான்
ꢛꢵꢥꢶ,ஞானி
ꢂꢙ꣄ꢛꢵꢥꢶ,அஜ்ஞானி
ꢂꢙ꣄꣄ꢛꢵꢥ꣄,அஜ்ஞான்
ꢛꢵꢥ꣄,ஞான்
ꢦꢶꢬꢿꢮ,பிரேவ்
ꢃꢣꢬꣁ,ஆத3ரொ
ꢂꢥꢸꢪꢡꢶ,அனுமதி
ꢲꢜ꣄ꢮꢥ꣄,ஹட்வன்
ꢃꢗ꣄ꢗꢬ꣄ꢫꢸ,ஆசசர்யு
ꢄꢗ꣄ꢗꣁ,இச்சொ
ꢃꢱ꣄ꢡꣁ,ஆஸ்தொ
ꢃꢜ꣄ꢰꢿꢦꢠꣁ,ஆட்ஷேபணொ
ꢃꢤꢬꣁ,ஆத4ரொ
ꢃꢤꢶꢒ꣄ꢫꣁ,ஆதி4க்யொ
ꢒꢸꢡꢹꢲꢭ꣄,குதூஹல்
ꢲꢬꢸꢪ꣄ꢨꢪ꣄,ஹரும்ப3ம்
ꢬꢾꢗ꣄ꢗꢒꢹꢡ꣄,ரெச்சகூத்
ꢃꢬꣂꢔ꣄ꢫꢸ,ஆரோக்3யு
ꢱꢪꢬ꣄ꢡꢸ,ஸமர்து
ꢨꣁꢭꢶꢪ꣄,பொ3லிம்
ꢃꢥ꣄ꢥꢥ꣄ꢣꢸ,ஆனந்து3
ꢓꢿꢳꢸꢮꢡ꣄ꢡꣁ,கே2ளுவத்தொ
ꢄꢗ꣄ꢘꣁ,இச்சொ2
ꢏꢦ꣄ꢦꢱ꣄ꢡꢿ,ஒப்பஸ்தே
ꢒꢬꢸꢠꣁ,கருணொ
ꢬꢸꢗ꣄ꢗꢶ,ருச்சி
ꢬꢾꢗ꣄ꢗꣁ,ரெச்சொ
ꢕꢾꢬꢸ ꢤꢾꢬꢸꢪ꣄,கே4ருதெ4ரும்
ꢭꢒ꣄ꢰ꣄ꢫꢮꢵꢣꢶ,லக்ஷ்யவாதி3
ꢥꢾꢰ꣄ꢜꢶ,நெஷ்டி
ꢲꢾꢜ꣄ꢜꢾ ꢲꢱꣁ,ஹெட்3டெ3ஹஸொ
ꢔꢾꢬꢸꢮ꣄,கெ3ருவ்
ꢱꣁꢪ꣄ꢦꢸ,ஸொம்பு
ꢔꢸꢭ꣄ꢭꢾ,கு3ள்ளெ
ꢏꢦ꣄ꢦꢫꢾꢫꣁ,ஒப்பயெயொ
ꢥꢶꢙ꣄ꢙꢪ꣄,நிஜ்ஜம்
ꢱꢾꢡ꣄ꢡꢸ,ஸெத்து
ꢭꢔꢶꢥꢶ,லகி3னி
ꢩꢵꢮꢥꣁ,பா4வனொ
ꢆꢦꢒꢵꢬ꣄,உபகார்
ꢆꢦꢒꢵꢬꢶ,உபகாரி
ꢱꢶꢬꢪꣁ,ஸிரமொ
ꢥꢷꢛ꣄ꢙꢸ,நீஞ்ஜு
ꢲꣂꢖ꣄ꢔꢸ,ஹோங்கு3
ꢂꢥꢸꢪꢵꢥ꣄,அனுமான்
ꢬꢹꢱ꣄,ரூஸ்
ꢇꢣꢵꢬꢶ,ஊதா3ரி
ꢧꣁꢮ꣄ꢥꢦꢥ꣄,பொ2வ்னபன்
ꢔꢪ꣄ꢗꢶꢥꢶ,க3ம்சினி
ꢒꢾꢰ꣄ꢜꢪ꣄,கெஷ்டம்
ꢆꢣ꣄ꢣꢪ꣄,உத்3த3ம்
ꢓꢾꢬꢸꢜ꣄,கெ2ருட்
ꢱꢶꢬꢣ꣄ꢤꢵ ꢒꢵꢪ꣄ꢒꢾꢬ꣄ꢡꣁ,ஸிரத்3தா4 காம்கெர்தொ
ꢔꢿꢭꢶ,கே3லி
ꢙꢵꢔ꣄ꢬꢡꢶ,ஜாக்3ரதி
꣄ꢗꢶꢥ꣄ꢡꢥꣁ,சிந்தனொ
ꢮꢾꢣꢸꢬ꣄ꢛ꣄ꢗꢶꢥꢶ,எது3ர்ஞ்சினி
꣄ꢮꢾꢣꢸꢬ꣄ꢛ꣄ꢗꢶꢥꢶ,வெது3ர்ஞ்சினி
ꢡꢶꢒ꣄ꢒꢾ,திக்கெ
ꢱꢺꢖ꣄ꢒꢵꢬ꣄,ஸ்ருங்கா3ர்
ꢭꢴꢾꢔꢸꢮ꣄,லெ:கு3வ்
ꢗꢸꢭꢨ꣄,சுலப்3
ꢱꣃꢙꢥ꣄ꢫꢪ꣄,ஸௌஜன்யம்
ꢱꣁꢮ꣄ꢭꢾ,ஸொவ்லெ
ꢮꢾꢒꢸꢭ꣄,வெகுல்
ꢔꢵꢭ꣄,கா3ள்
ꢲꢸꢖ꣄ꢔꢵꢞ꣄,ஹுங்கா3ட்3
ꢲꢸꢖ꣄ꢔꢞ꣄ꢠꢶ,ஹுங்க3ட்3ணி
ꢌꢞ꣄ꢗꢜ꣄ꢠꢶ,எட்3சட்ணி
ꢲꢸꢖ꣄ꢒꢜꢡ꣄ꢡꢾ,ஹுங்கடத்தெ
ꢲꢸꢖ꣄ꢔꢞ꣄,ஹுங்க3ட்3
ꢌꢜ꣄ꢗꢞ꣄ꢠꢶ,எட்சட்3ணி
ꢡꢫꢵꢬ꣄,தயார்
ꢱꢾꢥ꣄ꢣꢿꢮ꣄,ஸெந்தே3வ்
ꢏꢜ꣄ꢒꢪ꣄,ஒட்கம்
ꢪꢾꢬ꣄ꢗꢥ꣄,மெர்சன்
ꢪꢾꢬ꣄ꢗꢸꢭꢥ꣄ ꢥꢵꢬꢶ,மெர்சுலன் நாரி
ꢫꣁꢒ꣄ꢡꣁ,யோக்தொ
ꢮꢶꢰ꣄ꢬꢵꢥ꣄ꢡꢶ,விஷ்ராந்தி
ꢥꢶꢮꢺꢡꢶ,நிவ்ருதி
ꢥꢶꢮꢺꢡꢶ ꢮꢾꢡꢥꣁ,நிவ்ருதி வேதனொ
ꢱꢪꢬꢹꢦ꣄,ஸமரூப்
ꢱꢾꢬ꣄ꢒ ꢬꢴꢱ꣄ꢡꢾ,ஸெர்கராஸ்தே
ꢱꢾꢬ꣄ꢒ ꢬꢴꢠꢶ,ஸெர்கர:ணி
ꢒꣁꢜꢸꢒ꣄,கொடுக்
ꢭꣂꢩꢸ,லோபு4
ꢭꣁꢩꢶ,லோபி4
ꢂꢥꢸꢱꢵꢱꢥꣁ,அனுஶாஸனொ
ꢒꢬ꣄ꢡꢮ꣄,கர்தவ்
ꢒꢬ꣄ꢡ꣄ꢡꢮ꣄ꢫꢪ꣄,கர்த்தவயம்
ꢓꢾꢞꢶꢥ꣄,கெ2டி3ன்
ꢒꢞꢹꢱ꣄,கடூ3ஸ்
ꢒꢠ꣄ꢞꢶꢦ꣄,கண்டி3ப்
ꢒꢝꣂꢬ꣄,கடோ2ர்
ꢔꢮ꣄ꢬꢮ꣄,க3வ்ரவ்
ꢃꢱꢵꢣꢩꢹꢡꢶ,ஆஸாட3பூ4தி
ꢒꣁꢦꢜꢾ,கொதடெ
ꢒꢪꢨꢷꢬ꣄,க3ம்பீ3ர்
ꢒꢺꢦꣁ,க்ருபொ
ꢃꢒꢬ꣄ꢰꢠꣁ,ஆகர்ஷணொ
ꢤ꣄ꢫꢵꢥ꣄,த்4யான்
ꢂꢮꢤꢵꢥ꣄,அவதா4ன்
ꢗꣁꢞ꣄ꢞꢦꢥ꣄,சொட்3ட3பன்
ꢗꣂꢬ꣄,சோர்
ꢗꣁꢞ꣄ꢞꣁ,சொட்3டொ3
ꢗꣁꢞ꣄ꢞꢶ,சொட்3டி3
ꢒꢭ꣄ꢪꢱꣁ,கல்மஸொ
ꢪꢭꢶꢥꣁ,மலினொ
ꢯꢷꢥ꣄,ஶீன்
ꢣꢫꣁ,த3யொ
ꢨꢵꢤꣁ,பா3தொ4
ꢪꢶꢭꢿꢗ꣄ꢗꣁ,மிலேச்சொ
ꢮꢥꢗꢬꣁ,வனசரொ
ꢦ꣄ꢬꢾꢪ꣄,ப்ரேம்
ꢦ꣄ꢬꢾꢮ꣄,ப்ரேவ்
ꢦ꣄ꢬꢶꢫꢡꢪꣁ,ப்ரியதமொ
ꢦ꣄ꢬꢾꢪꢶꢒꣁ,ப்ரேமிகொ
ꢦ꣄ꢬꢶꢫꣁ,ப்ரியொ
ꢒꢵꢪꢪ꣄,காமம்
ꢔꢾꢭꢶ,கே3லி
ꢆꢦꢲꢵꢱ꣄,உபஹாஸ்
ꢒꢸꢱꢸꢪ꣄ꢨꢸ ꢒꢾꢬꢱ꣄ꢡꢾꢥꣁ,குஸும்பு3 கெரஸ்தெனொ
ꢒꢸꢱꢸꢪ꣄ꢨꢸ,குஸும்பு3
ꢗꢾꢰ꣄ꢜꣁ,சேஷ்டொ
ꢱꢾꢬꢵꢨꢶ,ஸெராபி3
ꢦꢥꢶ ꢨꣁꢠ꣄ꢞꢶ,பனி பொ3ண்டி3
ꢒꢸꢠ꣄ꢠꢸ,கு3ண்ணு
ꢒꢸꢣꢹꢲꢭ꣄,குதூஹல்
ꢱꣁꢥ꣄ꢡꣂꢰ꣄,ஸொந்தோஷ்
ꢂꢦ꣄ꢬꢵꢤꢸꢩꢵꢮ꣄,அப்ராது4 பா4வ்
ꢗꢹꢒꢸ ꢩꢵꢮ꣄,சூகு பா4வ்
ꢭꢵꢙ꣄,லாஜ்
ꢭꢵꢱꢸ,லாஜு
ꢭꢙ꣄ꢙꣁ,லஜ்ஜொ
