ꢱꢔꢨ꣄꣄ꢡꢸ,saka/era
ꢮꢿꢳ꣄,time
ꢮꢷꢳ꣄ ꢮꢾꢳꢸ,evening
ꢮꢷꢳ꣄ ꢱꢾꢥ꣄ꢣꢸꢭꣁ,evening
ꢪꢴꢞꣁ,month
ꢣꢶꢥ꣄ꢥꢸ,date
ꢣꢶꢥꢵꢖ꣄ꢒꢸ,date
ꢣꢷꢱ꣄,day
ꢱꣁꢥ꣄ꢣꣁ,tomorrow
ꢦꣁꢬꢪ꣄,day after tomorrow
ꢥꢶꢪꢸꢰ꣄,minute
ꢱꣂꢮꢸ ꢏꢬ꣄ꢱꢸ,century
ꢱꢡꢵꢨ꣄ꢣꢶ,century
ꢕꢾꢞꢶ,time
ꢮꢿꢳ꣄꣄,time
ꢒꢵꢭ꣄,yesterday
ꢣꢷꢱ꣄,daytime
ꢤꢸꢧꢵꢬꢶ,"Afternoon, noon"
ꢂꢜ꣄ꢜꢵꢱ꣄,"Afternoon, noon"
ꢕꢾꢞꢶ,hour
ꢮꢾꢳ꣄꣄,hour
ꢥꢶꢪꢸꢱ꣄,minute
ꢱꣁꢥ꣄ꢣꣁ,next day
ꢣꢸꢱꢸꢬꢥ꣄ꢣꢶ,next day
ꢣꢸꢱ꣄ꢬꢥ꣄ꢣꢶ,next day
ꢪꢴꢜꣁ,month
ꢮꢷꢳ꣄ꢜꣁ,evening
ꢦꣁꢬꢪ꣄,day before yesterday
ꢧꣀꢭꢣꢷꢱ꣄,forenoon
ꢮꢵꢬ꣄,week
ꢧꢭ꣄ꢡꢶꢧꢵꢬ꣄,dawn
ꢧꣀꢭꢧꢵꢬ꣄,dawn
ꢱꣁꢞꢒ ꣄ꢕꢾꢞꢶ,second
ꢫꢸꢒꢪ꣄,"era, age"
ꢂꢫ꣄ꢡ꣄ꢮꢵꢬ꣄,sunday
ꢱꣁꢪ꣄ꢮꢵꢬ꣄,monday
ꢪꢖ꣄ꢔꢳ꣄ꢮꢵꢬ꣄,tuesday
ꢨꢸꢤꢮꢵꢬ꣄,wednesday
ꢨ꣄ꢬꢸꢲꢱ꣄ꢡꢮꢵꢬ꣄,thursday
ꢱꢸꢒ꣄ꢬꢮꢵꢬ꣄,friday
ꢱꢾꢥꢶꢮꢵꢬ꣄,saturday
ꢂꢣꢶꢪꢤꢸꢬꢪ꣄,licorice
ꢡꢥ꣄ꢣꢸ,rice
ꢍꢬꢠ꣄ꢞꣁ,castor
ꢭꣁꢪ꣄ꢧꢹꢭ꣄,cloves
ꢪꢷꢜ꣄,salt
ꢆꢖ꣄ꢒꣁ,husk of paddy
ꢣꢸꢱꣁ,husk of paddy
ꢤꢹꢳ꣄꣄ꢪꢹꢳ꣄꣄,potato
ꢒꢥ꣄ꢣꣁ,onion
ꢆꢞꢶꢡ꣄,blackgram
ꢡꢿꢭ꣄,oil
ꢡꢷꢳ꣄꣄,gingili
ꢌꢭꣁ,cardamom
ꢏꢪꣁ,bishop`s weed
ꢔꢱꢔꢱꢵꢭ꣄,poppy seed
ꢗꢾꢥ꣄ꢥꣁ,Bengal gram
ꢪꢴꢸꢬꢶ,mustard
ꢭꢮꢖ꣄ꢔ ꢦꢜ꣄ꢜꣀ,cinnamon
ꢓꢾꢠ꣄ꢞꢸ,Sugar crystal
ꢄꢒ꣄ꢱꢸꢔꢾꢞ꣄ꢞꣁ,Sugar crystal
ꢒꢸꢳꢶꢡ꣄,horsegram
ꢒꢵꢦꢶꢩꢸꢬ꣄ꢒꣁ,coffee powder
ꢲꢶꢖ꣄ꢔꢸ,asafoetida
ꢒꢶꢱ꣄ꢪꢶꢱ꣄,Drygrapes
ꢒꢸꢖ꣄ꢒꢸꢪ꣄ꢧꢸꢭ꣄,saffron
ꢒꢾꢱꢬꢶ,saffron
ꢃꢬꢮꢭ꣄ꢭꢶ ꢩꢸꢬ꣄ꢒꣁ,arrowroot powder
ꢬꢴꢔꢶ,ragi
ꢒꢿꢱꢬꢶꢩꢸꢬ꣄ꢒꣁ,saffron powder
ꢒꢗ꣄ꢗꢾꢥ꣄ꢥꣁ,Bengal gram
ꢤꢥꢶꢫꢵ,coriander
ꢒꣁꢡ꣄ꢡꢪꢭ꣄ꢭꢶ,coriander
ꢱꢸꢒ꣄ꢒꢾ ꢥꢬꢾꢭ꣄,copra
ꢕꣁꢪꢸ,wheat
ꢕꣂꢪ ꢡꢥ꣄ꢣꢸ,wheat
ꢱꢾꢒ꣄ꢒꢬ꣄,sugar
ꢥꢶꢳꢪ꣄,green gram
ꢱꢶꢔꢵꢫ꣄ꢩꢸꢬ꣄ꢒꣁ,soapnut powder
ꢙꢶꢬꣁ,cummin seeds
ꢗꢾꢒ꣄ꢒꢬ꣄ ꢒꢾꢳꢖ꣄ꢒꢸ,sweet potato
ꢱꣁꢠ꣄ꢜꢶ,dry ginger
ꢫꣂꢞ ꢪꢷꢜ꣄,caustic soda
ꢚꣁꢳ꣄ꢳꣁ,maize
ꢒꣁꢠ꣄ꢞꣁ,bran
ꢤꣂꢬꢸꢨꢾꢳꣁ,arahar daal
ꢤꣂꢬ꣄,arahar pod
ꢥꢬꢸꢳꢸ ꢡꢾꢭ꣄,coconut oil
ꢜꢷ,tea
ꢗꣁꢒꢜ꣄ꢡꢾꢭ꣄,gingili oil
ꢩꣁꢄꢄ ꢗꢾꢥ꣄ꢥꣁ,ground nut
ꢒꢞꢭꢾ,ground nut
ꢱꢵꢭ꣄,paddy
ꢦꢜ꣄ꢜꢵꢠꢶ,peas
ꢨꢾꢳꣁ,daal
ꢱꢶꢱ꣄ꢭꣁ,provisions
ꢂꢦ꣄ꢦꢳ꣄,arecanut
ꢥꢶꢭꢪꢸ꣄ ꢨꢾꢳꣁ,green gram
ꢨꢵꢣꢵꢪ꣄,almond
ꢨꢵꢬ꣄ꢭꢶ,barley
ꢤꢸꢪ꣄ꢦꢵꢥ꣄,tobacco
ꢲꢸꢞ ꢡꢥ꣄ꢣꢸ,boiled rice
ꢗꢷꢱ꣄,tamarind
ꢪꢴꣁꢞ ꢙꢶꢬꣁ,aniseed
ꢲꢳꢡ꣄,turmeric
ꢣꢶꢔꢬꢪ꣄,kerosine
ꢦꢷꢜ꣄,flour
ꢪꢶꢬꢶ,pepper
ꢒꢵꢙꢸ,cashew nut
ꢒꢾꢥ꣄ꢥꢸ,bean gram
ꢬꢮꢾ,suji
ꢱꣁꢙ꣄ꢙꢶ,suji
ꢦꢹꢱꢸ ꢪꢶꢬꢶ,tail pepper
ꢗꢫ꣄ꢭꢶ,Sidedish
ꢪꢶꢡ꣄ꢡꢶ,fenugreek
ꢔꢸꢳ꣄ꢳꢸ,Jaggary
ꢔꢸꢞ꣄ꢳꢸ,Jaggary
ꢒꢞꢭꢾ,groundnut
ꢙꢵꢡꢶ ꢒꢫ꣄ꢭꣁ,nutmeg
ꢤꢸꢪ꣄ꢨꢸꢬꢵꢱ꣄ꢜꢸ,galangal
ꢓꢙꢸꢬ꣄,dates
ꢓꢱ꣄ꢭꣁ,dates
ꢣꢫ꣄ꢬꣁ,left side
ꢣꢫ꣄ꢬ,left side
ꢓꣃꢥꢱ꣄,east
ꢣꢶꢒ꣄ꢒꢸ,direction
ꢣꢶꢱꣁ,direction
ꢣꢾꢒ꣄ꢰꢠ꣄,south
ꢣꢾꢒ꣄ꢰꢓꣃꢥꢱ꣄,south-east
ꢣꢾꢒ꣄ꢰꣁꢱ꣄ꢡꣁ,south-west
ꢆꢡ꣄ꢡꢬ꣄,north
ꢆꢡ꣄ꢓꣃꢥꢱ꣄,north-east
ꢆꢡ꣄ꢲꣁꢱ꣄ꢡꣁ,north-west
ꢙꢫ꣄ꢥꣁ,right side
ꢙꢫ꣄ꢥ,right side
ꢂꢱ꣄ꢡꢪꢥꣁ,Sun setting
ꢂꢒꢵꢯ꣄ ꢔꢾꢖ꣄ꢔꣁ,milkyway
ꢂꢒꢵꢱ꣄,sky
ꢮꢵꢦ꣄,steam
ꢦꢮꢶ,thunder
ꢦꢶꢞꢸ,thunder
ꢲꢥ꣄ꢣꢵꢬ꣄,darkness
ꢔꢾꢮꢶ,darkness
ꢆꢣꢫꢪ꣄,rise
ꢱꢸꢬꢶꢡꢸ ꢥꢶꢒꢶꢭ꣄ꢥꢶ,rise
ꢙꢵꢳꢸꢗꢸꢒ꣄ꢒꣁ,shooting star
ꢂꢔꢗꢵꢭ꣄ ꢂꢫ꣄ꢣꢸ,rocket
ꢦ꣄ꢬꢒ꣄ꢰꢾꢦꢥꣁ,rocket
ꢕꢶꢬꢵꢠ꣄,eclipse
ꢔꣁꢳ꣄꣄,planet
ꢒꢶꢬꢠ꣄,"rays, beam"
ꢒꢿꢡꢸ,uranus
ꢗꢥ꣄ꢣ꣄ꢬ ꢕ꣄ꢬꢵꢠ꣄,lunar eclipse
ꢗꢵꢥ꣄ꢣꢸ ꢕ꣄ꢬꢵꢠ꣄,lunar eclipse
ꢗꢾꢥ꣄ꢣꢵꢪꢸ ꢕ꣄ꢬꢵꢠ꣄,lunar eclipse
ꢗꢾꢥ꣄ꢣꢵꢪ꣄,Moon
ꢗꢵꢥ꣄ꢣꢸ,Moon
ꢱ꣄ꢥꢶ,Saturn
ꢱꢾꢥꢶ,Saturn
ꢱꢸꢒ꣄ꢒꢸꢬ꣄,Venus
ꢱꢸꢳꢶꢮꢬꣂ,whirlwind
ꢱꢹꢬ꣄ꢫ ꢕ꣄ꢬꢵꢠ꣄,solar eclipse
ꢱꢸꢬꢶꢡꢸ ꢪꢠ꣄ꢞꢭ꣄,solar system
ꢱꢹꢬ꣄ꢫ ꢪꢠ꣄ꢞꢭ꣄,solar system
ꢱꢸꢬꢶꢡ꣄,Sun
ꢩꢵꢥꢸ,Sun
ꢆꢦꢨ꣄ꢬꢲꣁ,satellite
ꢪꢖ꣄ꢔꢳ꣄ ꢔ꣄ꢬꢲꣁ,Mars
ꢱꢸꢬꢶꢡ,Sun
ꢱꢬꢔ꣄ꢬꢲꣁ,satellite
ꢗꢶꢥꢸꢒ꣄,drizzling
ꢗꢶꢖ꣄ꢒꢸꢭ꣄,drizzling
ꢪꢵꢬꢸꢡ꣄,breeze
ꢗꢸꢒ꣄ꢒꣁ,star
ꢥꣁꢮ꣄ꢔꢶꢬꢲꢵꢥ꣄,the nine planets
ꢗꢾꢥ꣄ꢣꢵꢪꢸ ꢲꢹꢙꢵꢭ꣄,moonlight
ꢗꢥ꣄ꢣ꣄ꢬꢶꢒꣁ,moonlight
ꢗꢥ꣄ꢣ꣄ꢬ ꢦ꣄ꢬꢩꣁ,moonlight
ꢒꣃꢪꢸꢣꢶ,moonlight
ꢗꢾꢥ꣄ꢡꢵꢪ꣄,moon
ꢗꢵꢥ꣄ꢣꢸ,moon
ꢄꢥ꣄ꢣꢸ,moon
ꢗꢥ꣄ꢣ꣄ꢬꢫꢵꢥ꣄,lunar module
ꢬꢸꢡꢸꢮꢬꣁ,seasonal wind
ꢬꢸꢡꢸꢦꣁꢮ꣄ꢱ꣄,monsoon
ꢪꣁꢖ꣄ꢗꢸ,mist
ꢲꢶꢪꢵ ꢔꢾꢞ꣄ꢞꣁ,snow
ꢲꢶꢪꢵ ꢨꢶꢥ꣄ꢣꢸ,dew drops
ꢐꢱꢸ ꢨꢶꢥ꣄ꢣꢸ,dew drops
ꢨꢸꢤꣁ,Mercury
ꢨꢸꢤꣁ ꢔ꣄ꢬꢲꣁ,Mercury
ꢱꢸꢳꢶ ꢮꢬꣁ,storm
ꢩꢹ ꢃꢒꢬ꣄ꢰꢠ ꢯꢒ꣄ꢡꢶ,gravitational force
ꢪꢡ꣄ꢡꢶ ꢮꢬꣁ,sand storm
ꢦꣁꢮ꣄ꢱ꣄,rain
ꢂꢱ꣄ꢡꢪꢵꢥ꣄,setting
ꢮꢶꢣ꣄ꢫꢸꢡ꣄,lightning
ꢪꢿꢕ꣄꣄,cloud
ꢪꣁꢨ꣄ꢨꢸ,fog
ꢬꢵꢲꢸ,Neptune
ꢮꢬꣁ,air/wind
ꢦꢹꢱꢸ ꢗꢸꢒ꣄ꢒꣁ,comet
ꢂꢒꢵꢰ꣄,sky
ꢲꢨꢵꢳ꣄,sky
ꢂꢒꢵꢱꢸ ꢮꢖ꣄ꢒꢜ꣄,rainbow
ꢂꢒꢵꢱꢸ ꢤꢥꢸꢱ꣄,rainbow
ꢄꢥ꣄ꢣ꣄ꢬ ꢤꢥꢸꢱ꣄,rainbow
ꢮꢶꢫꣁꢪꢥ꣄,space
ꢱꢸꢥ꣄ꢫ ꢂꢒꢵꢱ꣄,space
ꢱꢸꢒ꣄ꢒꢸꢬ꣄,morning star
ꢔꢸꢬꢸ,Jupiter
ꢲꢹꢥ꣄,sunlight
ꢱꢸꢒ꣄ꢒꢸꢬ꣄,star
ꢲꢸꢙꢵꢭ꣄,light
ꢦꢶꢥ꣄ꢣꢵ,"young, tender"
ꢥꢴꢥ꣄ꢥ,young
ꢒꢸꢳ꣄ꢳꢾ,sweet
ꢗꢾꢬ꣄ꢒ꣄ꢒꢲꣁꢫꢾ,appropriate
ꢓꢭꢶ,empty
ꢂꢒ꣄ꢒꢸꢬꢵ,short
ꢥꢷꢗ,bad
ꢬꢸꢮ꣄ꢮ,"a little, a few"
ꢢꢾꢮ꣄ꢞ,"a little, a few"
ꢬꢸꢮ꣄ꢮ,a little
ꢩꢾꢭꢶꢗꣁꢒ꣄ꢒꢜ꣄,very good
ꢗꣁꢒ꣄ꢒꢜ꣄,good
ꢙꢸꢒ꣄ꢒꢸ,many
ꢩꢾꢭꢶ ꢥꢴꢥ꣄ꢥ,minute
ꢭꢪ꣄ꢨ,"long, tall"
ꢆꢛ꣄ꢗ,"long, tall"
ꢚꢸꢒ꣄ꢒꢸꢒꢵꢭ,"tall things, long"
ꢚꢸꢒ꣄ꢒꢸ,many
ꢙꢸꢥ꣄ꢥ,"old, ancient"
ꢥꣁꢮꣁ,new
ꢪꢴꣁꢜ꣄ꢜꣁ,big
ꢧꢸꢬ,enough
ꢧꢸꢬꢲꣁꢫꢾ,enough
ꢩꢾꢭꢶ,very
ꢮꢿꢥ꣄,very
ꢨꣁꢭꢶꢪꢸ,strong
ꢂꢥꢾꢒ,"very, a lot of"
ꢥꢶꢱ꣄ꢡ,only
ꢮꢾꢒ꣄ꢳ꣄,different
ꢭ,different
ꢦꢾꢱꢵꢮ꣄꣄,breadth
ꢬꢸꢥ꣄ꢡꢶ,breadth
ꢨꣂꢜ꣄,inch
ꢂꢞꢶ,foot
ꢪꣂꢦꢸ,measurement
ꢪꣂꢦꢸ ꢓꢜ꣄ꢜꢶ,scale
ꢂꢬꣁ,radius
ꢥꢶꢪ꣄ꢥꣁ,depth
ꢭꣁꢡ꣄,depth
ꢂꢜ꣄ꢥꣁ,1/8 of a standard measurment
ꢲꢡ꣄ꢣꢞ꣄ꢞꣁ,half measure
ꢒꢵꢭꢞ꣄ꢞꣁ,1/4 of a measure
ꢱꣂꢮꢸ,1/4 of a measure
ꢩꢵꢬ꣄ꢪꣂꢮꢸ,measurement of weighing
ꢙꣂꢒ꣄,weight
ꢪꣁꢮ꣄ꢙꢥ꣄ꢪꣂꢮꢸ,measurement of counting
ꢆꢦꢒꢬꢠꣁ,instrument
ꢔꢥꢪꣂꢦꢸ,cubic measurement
ꢩꢵꢬ꣄,heavyness
ꢔꢾꢙ꣄ꢙꢸ,yard
ꢂꢮ꣄ꢞ ꢪꣂꢮꢸ,cross-section measurement
ꢗꢡ꣄ꢬꢸꢭ꣄ ꢪꣂꢮꢸ,square measurement
ꢙꢵꢠ꣄,six inches or little more covering the tip of the stretched thumb to the tip of the stretched little finger
ꢗꢶꢪ꣄ꢜꣁ,a pinch
ꢦꢬꢶꢡꢶ,perimeter
ꢒꢸꢠ꣄ꢮꢫ ꢪꣂꢮꢸ,perimeter
ꢡꢸꢭꣁ,balance
ꢥꢬꢵꢙꢶ,balance
ꢒꢸꢜ꣄ꢒꣁ,piece
ꢨꢶꢥ꣄ꢣꢸ,drop
ꢡꣁꢭꣁ,a weight of 10 grams
ꢥꢵꢳꢶ,approximately little more than half litre
ꢩꢵꢬ꣄ ꢪꣂꢮꢸ,Measurement of weight
ꢭꢵꢪ꣄ ꢪꣂꢮꢶ,linear measurement
ꢪꢹꢬꣁ,length
ꢂꢞ꣄ꢞꣁ,a little more than 2 litres
ꢮꢜꣁ,portion
ꢂꢞ꣄ꢞꣁ,approximately 1 litre
ꢥꢾꢬ꣄ꢦꢾꢪꣂꢮꢸ,area
ꢦꢭꢪ꣄,a measurement of weight
ꢂꢣ꣄ꢣꢾ,half
ꢪꢹꢣ꣄,a handfull
ꢪꢹꢞ꣄ꢩꣂꢬ꣄,a handfull
ꢪꢬꢒ꣄ꢒꢵꢭ꣄,a measure of approximately 5 to 8 litres
ꢪꢹꢬꣁ,one arm length
ꢪꢷꢜ꣄ꢜꢬ꣄,meter
ꢪꢶꢛ꣄ꢗꢶ ꢪꣁꢮꢸ,a measuere of capacity
ꢪꣁꢳꢪꢸꢮꢳ꣄꣄ꢜꢶ,measuring rod
ꢪꢹꢬꢵ ꢒꢮ꣄ꢠ꣄ꢞꢶ,measuring rod
ꢪꣁꢳꢪ꣄,half an arm`s length
ꢲꢵꢡ꣄,half an arm`s length
ꢂꢮ꣄ꢞꢵꢪꣁꢮꢸ,diameter
ꢮ꣄ꢫꢵꢱ꣄,diameter
ꢮꢶꢱꢶ,two pounds
ꢡꢵꢦ꣄ꢱꢥꢶ,ther mometer
ꢡꢵꢦ꣄ꢪꢵꢥꢶ,ther mometer
ꢱꢾꢬ꣄ꢒꣁ,perfect
ꢙꣂꢞꢶ,pair
ꢂꢣꢿꢖ꣄ꢒꢦ꣄ꢦꢵ,expression of wonder
ꢂꢪ꣄ꢪꢵꢞꢶ,expression of wonder
ꢂꢮ ꢂꢪ꣄ꢨꢵ,expression of wonder
ꢡꢾꢭ꣄ꢫꢒ ꢲꢵꢭ꣄,so
ꢲꢵꢭꢶꢪ꣄,so
ꢡꢿꢜ꣄ꢱꢵ,look there
ꢄꢱꣁꢫꢵ,is it so?
ꢄꢱꣂꢪꢾꢥꢾꢡꢶ,if it is so
ꢲꢵ,expression of pain
ꢂꢦ꣄ꢦꢵꢜꢶ,expression of wonder
ꢂꢪ꣄ꢪꢵꢜꢷ,expression of pain
ꢂꢪ꣄ꢪꢵꢜꢶ,expression of pain
ꢥꢴꢵ,no
ꢲꢵꢫ꣄,a response
ꢲꢵꢫ꣄,yes
ꢲꣁꢫꢾꢡꢶ,but
ꢪꢾꢔꢶ,but
ꢌꢭ꣄ꢫꢾꢒ ꢲꢵꢭ꣄,hereby
ꢍꢜ꣄ꢱꢵ,look here
ꢍꢭꢵ,look here
ꢓꢳꢳꢿ,take this
ꢤꢿꢬ꣄,take this
ꢓꢳ꣄ꢳꢸꢮꣁ,take this
ꢤꢾꢬꣁ,take this
ꢤꢾꢬꢸꢮꣁ,take this
ꢂꢖ꣄ꢔꢸꢥ꣄,yet
ꢂꢡ꣄ꢡꢾꢖ꣄ꢔꢸꢜ꣄,hereafter
ꢂꢡꢧꢬꣁ,hereafter
ꢂꢖ꣄ꢔꢸꢥ꣄,still
ꢆꢰ꣄,expression of caution
ꢲꢵꢫ꣄ ꢲꢵꢫ꣄,yes
ꢒꢵꢫ꣄,response to a call
ꢡꢾꢭ꣄ꢫꢒ ꢭꢾꢥ꣄ꢡ,hence
ꢍꢫ꣄,term to call attention
ꢬꢾ,term to call attention
ꢬꢿꢫ꣄,term to call attention
ꢎꢫꣂ,expression of sorrow
ꢐ,expression of wonder
ꢲꢵꢫ꣄,expression of approval
ꢲꣂꢥ꣄ꢣꢒ꣄,expression of approval
ꢲꣂꢫ꣄,term to call attention
ꢘꢷꢗ꣄ꢘꢷ,expression of contempt
ꢮꢵ,address term for inferior faminine
ꢂꢮꢵ,address term for inferior faminine
ꢬꢿꢫ꣄,address term for inferior masculine
ꢢꢸꢡ꣄ꢡꢹ,expression of contempt
ꢦꢵꢦ꣄,expression of sympathy
ꢇꢲꢹꢄ~,no
ꢧꢶꢮ꣄ꢬꢶ,again and again
ꢡꢾꢒ ꢧꢬꢵꢡ꣄,moreover
ꢂꢖ꣄ꢔꢸꢥ꣄,moreover
ꢲꣀꢫꢵ,expression of joy
ꢗꣀꢡ꣄ꢬꣁ,April-May
ꢮꣀꢱꢵꢒ꣄,May-June
ꢙꣂꢰ꣄ꢜꣁ,June-July
ꢃꢰꢵꢞꣁ,July-August
ꢱ꣄ꢬꢵꢮꢠꣁ,August-September
ꢩꢵꢣ꣄ꢬꢦꢣꣁ,September-October
ꢃꢱ꣄ꢮꢷꢙꣁ,October-November
ꢒꢵꢬ꣄ꢡꢶꢒꣁ,November-December
ꢪꢵꢬ꣄ꢔꢱꢷꢬ꣄ꢱꣁ,December-January
ꢦꢸꢰ꣄ꢫꣁ,January-February
ꢪꢵꢕꣁ,February-March
ꢧꢵꢭ꣄ꢔꢸꢥꢶ,March-April
ꢔꢾꢬꢸꢮ,proudness
ꢮꢶꢗꢵꢬ꣄,lamenting
ꢲꢾꢞ꣄ꢞꢾ,booby
ꢂꢱꢶꢖ꣄ꢔꢪ,ugly
ꢮꢶꢥꢫꣁ,"modesty, obedience"
ꢩꢙꢵꢬꢶꢥ꣄,termagant
ꢭꢮ꣄ꢠ꣄ꢞꢶ,termagant
ꢩꢵꢙꢵꢬꢶꢦꢥ꣄,termagancy
ꢣꢵꢱ꣄,slave
ꢣꢵꢱꢶ,slave
ꢣꢵꢱꢦ꣄ꢦꢥ꣄,slavery
ꢂꢤꢶꢒꢵꢬ꣄,power
ꢃꢗ꣄ꢗꢬ꣄ꢫꣁ,surprise
ꢂꢡꢶꢬꢸꢦ꣄ꢡꢶ,dissatisfaction
ꢂꢣꢸꢰ꣄ꢜꢸ,luck
ꢂꢥ꣄ꢣꢱ꣄ꢡꢸ,status
ꢣꢾꢮꢸꢨꢵꢦ꣄,simpleton
ꢡꢪ꣄ꢪꢵꢞꢶ,simpleton
ꢂꢦ꣄ꢬꢵꢠꢶ,simpleton
ꢂꢥꢬ꣄ꢢꢸꢮꢡ꣄ꢡꣁ,absurdity
ꢪꢶꢡꢥ꣄ꢮꢡ꣄ꢡꣁ,absurdity
ꢪꢸꢣ꣄ꢬꣁ,sign
ꢂꢩꢶꢪꢵꢥ꣄,"Regard,love"
ꢱꢷꢥ꣄,tiredness
ꢒꢺꢬꢸꢦꣁ,grace
ꢂꢭꢖ꣄ꢒꢵꢬ꣄,"beautification, decoration"
ꢆꢣꢵꢱꢷꢥ꣄,indifference
ꢩꢮꢵꢜ꣄,screaming
ꢲꢶꢠ꣄ꢞꢱ꣄ꢡꢿ,wandering
ꢂꢮꢶꢱ꣄ꢮꢵꢱ꣄,disbelief
ꢒꢳꢖ꣄ꢔꢸ,disgrace
ꢱꢸꢥ꣄ꢣꢬꣁ,handsome man
ꢱꢸꢥ꣄ꢣꢬꢶ,beautiful woman
ꢱꢸꢖ꣄ꢔꢵꢬ꣄,beauty
ꢥꢵꢱ꣄,destruction
ꢥꢱꢵꢡ꣄,destruction
ꢥꢱꢶꢥꢪ꣄,destruction
ꢨꣁꢮ꣄ꢥꢶ ꢦꢡ꣄ꢬꢶꢒꣁ,invitation
ꢃꢗ꣄ꢗꢬ꣄ꢫꢸ,wonder
ꢮꢶꢣ꣄ꢮꢵꢥ꣄,scholar
ꢦꢠ꣄ꢞꢶꢡ꣄,scholar
ꢦꢬꢶꢗꢫ꣄,introduction
ꢂꢒ꣄ꢛꢵꢥ꣄,ignorance
ꢛꢵꢥꢶ,wise person
ꢂꢙ꣄ꢛꢵꢥꢶ,ignorant
ꢂꢙ꣄꣄ꢛꢵꢥ꣄,ignorance
ꢛꢵꢥ꣄,knowledge
ꢦꢶꢬꢿꢮ,affection
ꢃꢣꢬꣁ,support
ꢂꢥꢸꢪꢡꢶ,permission
ꢲꢜ꣄ꢮꢥ꣄,opinion
ꢃꢒ꣄ꢬꢪꢠꣁ,aggression
ꢃꢗ꣄ꢗꢬ꣄ꢫꢸ,surprise
ꢄꢗ꣄ꢗꣁ,desire
ꢃꢱ꣄ꢡꣁ,desire
ꢃꢜ꣄ꢰꢿꢦꢠꣁ,protest
ꢃꢤꢬꣁ,support
ꢃꢤꢶꢒ꣄ꢫꣁ,"impact, influence"
ꢒꢸꢡꢹꢲꢭ꣄,"curiosity, interest"
ꢲꢬꢸꢪ꣄ꢨꢪ꣄,beginning
ꢬꢾꢗ꣄ꢗꢒꢹꢡ꣄,uproar
ꢃꢬꣂꢔ꣄ꢫꢸ,health
ꢱꢪꢬ꣄ꢡꢸ,"strength, skill, ability"
ꢨꣁꢭꢶꢪ꣄,"strength, skill, ability"
ꢃꢥ꣄ꢥꢥ꣄ꢣꢸ,"merriment, enjoyment"
ꢓꢿꢳꢸꢮꢡ꣄ꢡꣁ,mockery
ꢄꢗ꣄ꢘꣁ,desire
ꢏꢦ꣄ꢦꢱ꣄ꢡꢿ,acceptance
ꢱ꣄ꢮꢩꢵꢮ꣄,nature
ꢒꢬꢸꢠꣁ,"pity, kindness"
ꢬꢸꢗ꣄ꢗꢶ,taste
ꢬꢾꢗ꣄ꢗꣁ,noise
ꢕꢾꢬꢸ ꢤꢾꢬꢸꢪ꣄,family life
ꢭꢒ꣄ꢰ꣄ꢫꢮꢵꢣꢶ,man of principle
ꢥꢾꢰ꣄ꢜꢶ,loss
ꢲꢾꢜ꣄ꢜꢾ ꢲꢱꣁ,laughter
ꢔꢾꢬꢸꢮ꣄,arrogance
ꢱꣁꢪ꣄ꢦꢸ,pleasure
ꢔꢸꢭ꣄ꢭꢾ,sweetness
ꢏꢦ꣄ꢦꢫꢾꢫꣁ,"desire, liking"
ꢥꢶꢙ꣄ꢙꢪ꣄,truth
ꢱꢾꢡ꣄ꢡꢸ,truth
ꢭꢔꢶꢥꢶ,feeling
ꢩꢵꢮꢥꣁ,feeling
ꢱꢲꢵꢮ꣄,help
ꢆꢦꢒꢵꢬ꣄,help
ꢆꢦꢒꢵꢬꢶ,helper
ꢱꢶꢬꢪꣁ,hardwork
ꢆꢡ꣄ꢱꢵꢲ꣄,enthusiasm
ꢥꢷꢛ꣄ꢙꢸ,sleep
ꢲꣂꢖ꣄ꢔꢸ,sleep
ꢂꢥꢸꢪꢵꢥ꣄,guessing
ꢬꢹꢱ꣄,petty quarrel between husband and wife
ꢇꢣꢵꢬꢶ,prodigal
ꢧꣁꢮ꣄ꢥꢦꢥ꣄,hospitality
ꢔꢪ꣄ꢗꢶꢥꢶ,hospitality
ꢒꢾꢰ꣄ꢜꢪ꣄,trouble
ꢆꢣ꣄ꢣꢪ꣄,trouble
ꢓꢾꢬꢸꢜ꣄,saltish taste
ꢱꢶꢬꢣ꣄ꢤꢵ ꢒꢵꢪ꣄ꢒꢾꢬ꣄ꢡꣁ,hardworker
ꢔꢿꢭꢶ,chuckling
ꢙꢵꢔ꣄ꢬꢡꢶ,warning
ꢲꢜ꣄ꢮꢥ꣄,thought
꣄ꢗꢶꢥ꣄ꢡꢥꣁ,thought
ꢮꢾꢣꢸꢬ꣄ꢛ꣄ꢗꢶꢥꢶ,"opposition, resistance"
꣄ꢮꢾꢣꢸꢬ꣄ꢛ꣄ꢗꢶꢥꢶ,"opposition, resistance"
ꢙꢵꢳ꣄,irritation
ꢡꢶꢒ꣄ꢒꢾ,hot taste
ꢱꢺꢖ꣄ꢒꢵꢬ꣄,beauty
ꢭꢴꢾꢔꢸꢮ꣄,easiness
ꢗꢸꢭꢨ꣄,easiness
ꢱꣃꢙꢥ꣄ꢫꢪ꣄,simplicity
ꢱꣁꢮ꣄ꢭꢾ,longing
ꢮꢾꢒꢸꢭ꣄,longing
ꢔꢵꢭ꣄,scolding
