sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,லொனி அப்பம்,loni appam,,,,Buttered jaggery dosa,வெண்ணை ஆப்பம்,லொனி அப்பம் ஹுன்னொ ஹுன்னொகன் க2னொ,Buttered jaggery dosa should be eaten hot,வெண்ணை ஆப்பத்தை சுடச்சுட சாப்பிடவேண்டும்,food,corpus_sourashtradictionary
,,தி4டொ3,dhiDo,,,,"Dosa, Rice Pancake",தோசை,கொம்மன் பீடும் ஹந்தெ3 தி4டொ3 ருசி ர்ஹானா,Dosa made in unleavened batter is not tasty,புளிக்காத மாவில் வார்த்த தோசை சுவையாக இருக்காது,food,corpus_sourashtradictionary
,,கோ4ம தந்து3 தி4டொ3,ghOma tandu dhiDo,,,,"Wheat dosa, Wheat rice Pancake",கோதுமை தோசை,கோ4ம தந்து3 தி4டொ3 நிவயத் சோட் ர்ஹானா,Wheat dosa is not good when cold,கோதுமை தோசை ஆறினால் நன்றாக இருக்காது,food,corpus_sourashtradictionary
,,ப2லார்,phalaar,,,,"Idli, Idly, Rice Cake",இட்லி,கொன்னி பில்லல்னுக் ப2லார் ஒப்பானி,No child likes Idli,எந்த குழந்தைக்கும் இட்லி பிடிப்பதில்லை,food,corpus_sourashtradictionary
,,விள்டியொ,viLTiyo,,,,"Idli, Idly, Rice Cake",இட்லி,ஆங்கு3ஹுன்னாக் விள்டியோஸ் மேட்ஹொயெ அகா3ரு,Idli is the best food for fever,காய்ச்சலுக்கு இட்டிலியே சிறந்த உணவு,food,corpus_sourashtradictionary
,,விள்டொ3டு3ம்,viLDoDum,,,,"Idli, Idly, Rice Cake",இட்லி,ரொவ்வொ தமஸ் பொடி3 ஜியெத் அங்கி3டி3ம் விள்டொ3டு3ம் அப்3ப3னி,"If we go a little late, we will no get idli in the shop",சற்று தாமதமாக சென்றால் கடையில் இட்லி கிடைப்பதில்லை,food,corpus_sourashtradictionary
,,உக்குடு3ம்,ukkuDum,,,,"Idli, Idly, Rice Cake",இட்லி,தீ2ன் பூட் ஜெமனும் உக்குடு3ம் ந்ஹாத்தக் ர்ஹானா,A three-course feast cannot be without idlis,மூன்று வேளை விருந்தில் இட்லி இல்லாமல் இருக்காது,food,corpus_sourashtradictionary
,,தொ2வ்லி ப2லார்,thovli phalaar,,,,"Clay pot Idli, Idly, Rice cake",சட்டி இட்லி,தொ2வ்லி ப2லார் ஒண்டொண்டெ தி4டொ3 ஸேரு ர்ஹாய்,Each clay pot Idli will be about the size of Dosa,சட்டி இட்லி ஒன்றொன்றும் தோசை அளவுக்கு இருக்கும்,food,corpus_sourashtradictionary
,,பு4ர்கொ,bhurko,,,,Powder,பொடி,தி4டொ3 ஸெரொ பு4ர்கொகின் தேல் ருசிகன் ர்ஹாயி,Powder and oil with dosa is also delicious,தோசையுடன் பொடியும் எண்ணையும் சுவையாக இருக்கும்,food,corpus_sourashtradictionary
,,பு4ர்க்கொ,bhurkko,,,,"Into small pieces, Chopping finely, Mincing","சிறு துண்டு, பொடியாக",பொ3ந்தெ3க் சொக்கட் பு4ர்க்கொகன் காட்,Finely chop the banana stem,வாழைத்தண்டை நன்கு பொடியாக நறுக்கவும்,food,corpus_sourashtradictionary
,,முத்3தா3 பொங்க3ல்,muddaa ponggal,,,,Rice cooked with lentils,வெண் பொங்கல்,முத்3தா3 பொங்க3ல் க2னாத்தெனு கோன்தி ஸேயா?,Is there anyone who have not eaten Pongal?,பொங்கல் சாப்பிடாதவர்கள் யாராவது உண்டா?,food,corpus_sourashtradictionary
,,தூப் பொங்க3ல்,toop ponggal,,,,Ghee Pongal,நெய் பொங்கல்,தூப் பொங்க3ல் வேன் க2யெத் ஹோங்கு3 அவய்,"If you eat a lot of Ghee Pongal, you will feel sleepy",நெய் பொங்கல் அதிகம் சாப்பிட்டால் தூக்கம் வரும்,food,corpus_sourashtradictionary
,,"கேஸரி, உப்மாவ்","kEsari, upmaav",,,,"Kesar bath, Uppuma","கேசரி, உப்புமா","கேஸரி, உப்மாவ் தி3ய்யொ கென்னிம் கெரயொ",Both Kesari and Uppuma were made in semolina,"கேசரி, உப்புமா இரண்டுமே ரவையில் செய்யப்பட்டவை",food,corpus_sourashtradictionary
,,அம்ப3ட் பா4த்,ambaT bhaat,,,,Tamarind Rice,புளியோதரை,தீ3தி3 ஹொயெத் மெல்லொ அம்ப3ட் பா4த் விட்டானா,Tamarind rice does not spoil even for two days,இரண்டு நாளானாலும் புளியோதரை ஊசிப் போகாது,food,corpus_sourashtradictionary
,,லிம்பு3 பொங்க3ல்,limbu ponggal,,,,Lemon Rice,எலுமிச்சைசாதம்,அம்ப3ட் பா4த் ஸேரு லிம்பு3 பொங்க3லுக் காம் ஹொட்3னா,Lemon rice requires less work than tamarind rice,புளியோதரை அளவுக்கு எலுமிச்சம் சாதத்திற்கு வேலை வளராது,food,corpus_sourashtradictionary
,,தக்காளி பொங்க3ல்,takkaaLi ponggal,,,,Tomato rice,தக்காளி சாதம்,தக்காளி பொங்க3ல் கெர்ராஸி ! காய் விஶேஷ் ?,You have made tomato rice! What's special?,தக்காளி சாதம் செய்திருக்கிறீர்கள் ! என்ன விசேஷம் ?,food,corpus_sourashtradictionary
,,கு3ள்ளு பொங்க3ல்,guLLu ponggal,,,,Sweet Pongal,சர்க்கரை பொங்கல்,கு3ள்ளு பொங்க3ல் நிவயெத்திக்காம் து3ஸுரொ ருசி தே3ஸு,It is a different taste when the sweet Pongal is cooled,சர்க்கரை பொங்கல் ஆறியதும் வேறு சுவை தருகிறது,food,corpus_sourashtradictionary
,,ஸெக்கரு பொங்க3ல்,sekkaru ponggal,,,,Sugar Pongal,சீனி சர்க்கரை பொங்கல்,ஸெக்கரு பொங்க3லும் கு3ள்ளுக் பொ3து3லு ஸெக்கர் தக3ஸுனு,"In Sugar Pongal, Sugar is added instead of jaggery",சர்க்கரை பொங்கலில் வெல்லத்திற்கு பதிலாக சீனி போடுவார்கள்,food,corpus_sourashtradictionary
,,தௌ4ரா பொங்க3ல்,dhauraa ponggal,,,,Temple Pongal,கோவில் பொங்கல்,தௌ4ரா பொங்க3ல் அவ்ரெதெங்கா3 விஶேஷுயொ,Temple pongal is a specialty of Sourashtrians,கோவில் பொங்கல் சௌராஷ்டிரர்களின் சிறப்பு,food,corpus_sourashtradictionary
,,தெ4ய்ஞ் பா4த்,dheynj bhaat,,,,Curd Rice,தயிர் சாதம்,தெ4ய்ஞ் பா4துக் ரொவ்வொ மிரி அவ்ண்டி ஸொடு3யா?,Shall I add little pepper gravy to curd rice?,தயிர் சாதத்திற்கு கொஞ்சம் மிளகு குழம்பு ஊற்றவா?,food,corpus_sourashtradictionary
,,பை4ரி,bhairi,,,,"Deep Fried Bread, Poori",பூரி,பை4ரி வேன் க2யெத் க4டி3ம் தெலய்,Eating too much Poori can cause oily throat,பூரி அதிகம் சாப்பிட்டால் தொண்டையில் மிதக்கும்,food,corpus_sourashtradictionary
,,சப்பாத்தி,cappaatti,,,,Chapati,சப்பாத்தி,சப்பாத்தி சொக்கட் மெத்தன்கன் அவ்ரஸ்,The chapati has come out nice and crispy,"சப்பாத்தி நன்றாக, மிருதுவாக வந்துள்ளது",food,corpus_sourashtradictionary
,,"பரோட்டா, பு3ரோட்டா, பராத்தா","parOTTaa, burOTTaa, paraattaa",,,,"Parota, Parotta, Paratha","பரோட்டா, புரோட்டா, பராத்தா",அத்தொ கோட்தேட் திக்கெ பரோட்டா அப்3ப3ரஸ்,Chilli Parotta is now available everywhere,இப்போது எங்கெங்கும் சில்லி பரோட்டா கிடைக்கிறது,food,corpus_sourashtradictionary
,,பி3ரியாணி,biriyaaNi,,,,"Biriyani, Briyani",பிரியாணி,பி3ரியாணி பா3ஸ்மதி தந்து3ம் ஹந்த3ஸுனு,Biryani is cooked in basmati rice,பிரியாணி பாஸ்மதி அரிசியில் சமைக்கிறார்கள்,food,corpus_sourashtradictionary
,,ரைதொ,raito,,,,Salad,பச்சடி,பௌ4ளா ரைதொ மெது3டு3க் சொக்கடு3,Zucchini tart is good for the brain,சுரைக்காய் பச்சடி மூளைக்கு நல்லது,food,corpus_sourashtradictionary
,,தெ4ய்ஞ் கந்தொ3,dheynj kando,,,,Onion Salad,வெங்காயபச்சடி,பி3ரியாணி ஸெரொ குருமாகின் தெ4ய்ஞ் கந்தொ3 ஹொவ்ட3ஸுனு,Biriyani is served with Kurma and onion salad,பிரியாணியுடன் குருமாவையும் தயிர் பச்சடியையும் பரிமாறுகிறார்கள்,food,corpus_sourashtradictionary
,,மஸாலா,masaalaa,,,,Spice,"நறுமணப்பொருள், வாசனைத் திரவியம், மசாலா","எளொ, லொம்பூ2ல், லவங்கொ3 எல்லெகா3க் மஸாலா மெனன்","Cardamom, cloves and cinnamon are called spices","ஏலக்காய், கிராம்பு, லவங்கம் ஆகியவற்றை மசாலா என்பார்கள்",food,corpus_sourashtradictionary
,,குருமா,kurumaa,,,,"Kuruma, Kurma, Korma, Qorma",குருமா,குருமாம் மஸாலா தகி3 நலர் வடி3 ஸொட3ஸுன்,Spices and coconut paste are added to Kuruma,குருமாவில் மசாலா போட்டு தேங்காயை அரைத்து விடுவார்கள்,food,corpus_sourashtradictionary
,,கொட்3டொ3,koDDo,,,,"Thick, Concentrated","கெட்டியாக, கெட்டியான",பீட் கொட்3டொ3 ஸே. ரொவ்வொ பனி செர்ச்சி,The dough is thick. Add some water,மாவு கெட்டியாக உள்ளது சிறிது தண்ணிர் சேர்,food,corpus_sourashtradictionary
,,பள்டொ,paLTo,,,,"Semi solid, Diluted, Watery","அரை திடம், நீர்த்து",கென்னி பேஸ் பள்டொ ர்ஹாயி,Rice porridge will be semi solid,நொய்க்கஞ்சி அரை திடமாக இருக்கும்,food,corpus_sourashtradictionary
,,தாடொ3,taaDo,,,,Watery,தண்ணீராக,காப்பி ககொ3 இஸொ தாடொ3 ஸேத்தெ?,Why is coffee so watery?,காபி ஏன் இப்படி தண்ணீராக இருக்கிறது?,food,corpus_sourashtradictionary
,,கெ4ட்டி,gheTTi,,,,"Solid, Hard, Thick, Concentrated","திடம், கட்டி, கெட்டியாக, கெட்டியான",ஹிங்கு3 வேன் கெ4ட்டி ஸே,Asafoetida is very solid,பெருங்காயம் மிக கட்டியாக இருக்கிறது,food,corpus_sourashtradictionary
,,கெ4டி3 பொட3த்தெ,gheDi poDatte,,,,"Solidify, Harden","இறுகுதல், திடமாகுதல்",காப்பி பு4ர்கொ கெ4டி3 பொள்ளிட்3ரஸ்,The coffee powder has hardened,காபித்தூள் கெட்டியாகி விட்டது,food,corpus_sourashtradictionary
,,தூ3த்,doot,,,,Milk,பால்,துமி காய் தூ3த் வவ்ரரியொ?,What milk do you use?,நீங்கள் என்ன பால் பயன்படுத்துகிறீர்கள்?,food,corpus_sourashtradictionary
,,ஸாய்,saay,,,,Creamy layer of milk,பாலாடை,ஹுன்னொ தூ3த் நிவாத்தவேள் தெகொ3 ஹொல்லொ ஸாய் ப4ந்தா3ஸு,Skin forms on hot milk when it cools,சூடான பால் குளிரும் போது அதன் மீது ஏடு உருவாகிறது,food,corpus_sourashtradictionary
,,சாய்,caay,,,,Tea,தேநீர்,உத்தர் பா4ரதும் சாய் பெனார் வேனு,North India has a large number of tea drinkers,வட இந்தியாவில் தேநீர் குடிப்பவர்கள் அதிகம்,food,corpus_sourashtradictionary
,,காப்பி,kaappi,,,,Coffee,கொட்டைவடி நீர்,நுரு ஸெரொ காப்பி பியெத் ருச்சிகன் லக3ஸு,Drinking coffee with foam is delicious,நுரையுடன் காபி குடித்தால் சுவையாக இருக்கும்,food,corpus_sourashtradictionary
,,கு3ள்ளு காப்பி,guLLu kaappi,,,,Palm jaggery coffee,கருப்பட்டி காபி,கு3ள்ளு காப்பி அத்தொ அஸ்கி தேட் அப்3ப3ரஸ்,Palm jaggery coffee is now available everywhere,கருப்பட்டி காபி இப்போது எல்லா இடங்களிலும் கிடைக்கிறது,food,corpus_sourashtradictionary
,,ஸொண்டி காப்பி,soNTi kaappi,,,,Dried ginger coffee,சுக்கு காப்பி,பொஷ்ஷெக் ஸொண்டி காப்பி ஜு2க்கு சொக்கடு3,Dried ginger coffee is very good for cold,ஜலதோஷத்திற்கு சுக்கு காபி மிகவும் நல்லது,food,corpus_sourashtradictionary
,,மிடா2ய்,miThaay,,,,Candy,மிட்டாய்,மிடா2ய் ஒப்பனாத்த பில்லல்னு ஸேயா?,Got kids who don't like candy?,மிட்டாய் பிடிக்காத குழந்தைகள் உண்டா?,food,corpus_sourashtradictionary
,,பேஸு மிடா2ய் / மிட்டாய்,pEsu miThaay / miTTaay,,,,Jelly candy,ஜெல்லி மிட்டாய்,"பேஸு மிடா2ய் ஜுகு3 ஆகாரும்கின், வனிம் அப்3ப3ஸு",Jelly candy is available in various shapes and colors,ஜெல்லி மிட்டாய் பல்வேறு வடிவங்களிலும் வண்ணங்களிலும் கிடைக்கிறது,food,corpus_sourashtradictionary
,,கு3ள்ளெயொ,guLLeyo,,,,Sweet,இனிப்பு,பெ3ங்கா3லு கு3ள்ளெயொ வேன் நாவ் பொடெ3யொ,Bengali sweets are very popular,பெங்காலி இனிப்புகள் மிகவும் பிரபலமானவை,food,corpus_sourashtradictionary
,,திக்கெயொ,tikkeyo,,,,Savouries,காரம்,"தி3வளி வேள், ஜு3கு3 தெனு கொ4ம்மொ கு3ள்ளெயொ, திக்கெயொ கெரஸுனு","During Diwali, many people prepare sweets and savouries at home",தீபாவளியின் போது பலர் வீட்டில் இனிப்புகள் மற்றும் கார வகைகளை தயார் செய்வார்கள்,food,corpus_sourashtradictionary
,,நெக்3கு3ன்,neggun,,,,Snacks,பலகாரம்,தெ3ளெ பீடும் கெரெ நெக்3கு3ன் போடுக் சோட் ந்ஹா,Snacks made from Gram flour are not good for the stomach,கடலை மாவில் செய்த பலகாரங்கள் வயிற்றுக்கு நல்லதல்ல,food,corpus_sourashtradictionary
,,ப4ஜ்ஜி,bhajji,,,,Banana Fritters (Bajji),பஜ்ஜி,ப4ஜ்ஜி மெனெத் தெல்லெ கச்செகெளா ப4ஜ்ஜிஸீ,Bajji means banana fritters only,பஜ்ஜி என்றால் அது வாழைக்காய் பஜ்ஜி தான்,food,corpus_sourashtradictionary
,,வடொ3,vaDo,,,,"donut, doughnut",வடை,எல்லெ கேளுபூ2ல் வடொ3. க2யி ஸவொ !!,This is banana blossom vada. Taste it !!,இது வாழைப்பூ வடை. சாப்பிட்டு பாருங்கள் !!,food,corpus_sourashtradictionary
,,ஆம்ப3டொ3,aambaDo,,,,"Spicy donut, doughnut",மசால்வடை,குத்தலம் மெனெத் ஆம்ப3டொ3கின் சாய் ஹவ்ட3ன் அவஸ்,Courtalam brings to mind masala vada and tea,குற்றாலம் என்றால் மசால் வடையும் தேநீரும் நினைவுக்கு வருகிறது,food,corpus_sourashtradictionary
,,மீடு3 வடொ3,meeDu vaDo,,,,"Flour donut, doughnut",மெதுவடை,பெ3ங்க3ளூரும் மீடு3 வடொ3 ம்ஹொட்டொ ர்ஹாயி,Medu vada is big in Bangalore,பெங்களூரில் மெதுவடை பெரிதாக இருக்கும்,food,corpus_sourashtradictionary
,,கு3ள்ளு வடொ3,guLLu vaDo,,,,"Jaggery donut, doughnut",வெல்ல வடை,பொருங்கிடி3 கு3ள்ளு வடொ3 பெ4ளி ருசிகன் ஸே,Paramakkudi jaggery donut is very tasty,பரமக்குடி வெல்ல வடை மிக சுவையாக இருக்கிறது,food,corpus_sourashtradictionary
,,ஸுகு3ண்டொ3,suguNDo,,,,Steamed rice flour balls,"போண்டா, சீயம், பணியாரம்","கு3ள்ளெயொ, திக்கெயொ மெனி தீ3 ப்ரகார் ஸுகு3ண்டா3ன் ஸே","There are two types of steamed rice balls, sweet and savory","இனிப்பு, காரம் என இரண்டு வகை போண்டாக்கள் உண்டு",food,corpus_sourashtradictionary
,,பகோடா3,pakODaa,,,,Pakora,பக்கோடா,பொவ்ஸுவேள் ஹுன்னொகன் பகோடா3 க2யெத் ஶோப4னொகன் ர்ஹாய்,Eating hot pakora during rain will be superb,மழையின் போது சூடாக பக்கோடா சாப்பிட்டால் அருமையாக இருக்கும்,food,corpus_sourashtradictionary
,,ரொட்டி,roTTi,,,,Bread,ரொட்டி,ஹிந்தா3 நாஸ்தொ ரொட்டிகின் பொள்ளா கெ3ஸி,Today's breakfast is bread and jam,இன்றைய காலை உணவு பிரட் மற்றும் ஜாம்,food,corpus_sourashtradictionary
,,பைடி3 ரொட்டி,paiDi roTTi,,,,Bun,சிறிய ரொட்டி,பைடி3 ரொட்டிக் லொனிகின் பொள்ளா கெ3ஸி ஸெரொ கா2ஸுன்,Bun is eaten with butter and jam,பன்னை வெண்ணெய் மற்றும் ஜாம் உடன் சாப்பிடுகிறார்கள்,food,corpus_sourashtradictionary
,,"பொள்ளா கெ3ஸி, பொள்ளா பி3ஜ்ஜட்","poLLaa gesi, poLLaa bijjaT",,,,Jam,பழ ஊறல்,"பொள்ளானுக் வடி3, தப்படி3, கெ4டி3 பொட3டி பொள்ளா கெ3ஸி கெரஸுன்","Fruit jam is made by grinding, boiling and thickening the fruits","பழங்களை அரைத்து, வேகவைத்து, கெட்டியாக்கி பழ ஊறல் செய்கிறார்கள்",food,corpus_sourashtradictionary
,,சைலி,caili,,,,Twisted crunchy Snack,முறுக்கு,கச்சென்னா பீட் ஸொம்மர் தந்து3 பீடு3ம் கெரெ சைலி ப3ரொ,Murukku made with rice flour is better than gram flour,கடலை மாவை விட அரிசி மாவில் செய்த முறுக்கு நல்லது,food,corpus_sourashtradictionary
,,தெந்து3லொ,tendulo,,,,Crunchy snack,முறுக்கு,ஹொராடு3 ப2லார் தெந்து3லொ ம்ஹொட்டொ ர்ஹாயி,Marriage gift Murukku will be big,கல்யாண சீர் முறுக்கு பெரியதாக இருக்கும்,food,corpus_sourashtradictionary
,,புரி,puri,,,,"Sweet donut, Adhirasam",அதிரசம்,தெந்து3லொகின் புரி அவ்ரெ நெக்3கு3னு,Murukku and Adhirasam are Sourashtrian's snacks,முறுக்கும் அதிரசமும் சௌராஷ்டிரர்களின் தின்பண்டங்கள்,food,corpus_sourashtradictionary
,,கந்து3லொ,kandulo,,,,Rice dumplings,கொழுக்கட்டை,விநாயிக் கந்து3லொ அர்பணொ கெரஸுன்,Rice dumplings are offered to Lord Ganesha,விநாயகப் பெருமானுக்கு கொழுக்கட்டை படைப்பார்கள்,food,corpus_sourashtradictionary
,,தொ4வ்ளொ,dhovLo,,,,Milk Dumplings,பால் கொழுக்கட்டை,தொ4வ்ளாக் கஸ்தந்து3 பீடும் கெரி தூ3து3ம் பி3ஜ்ஜட3னு,Milk dumpling is made in raw rice and soaked in milk,பால் கொழுக்கட்டையை பச்சரியில் செய்து பாலில் ஊறவைப்பார்கள்,food,corpus_sourashtradictionary
,,பொ2ன்னிந்தொ4வ்ளொ,phonnindhovLo,,,,Cumin rice dumplings,சீரக கொழுக்கட்டை,பொ2ன்னிந்தொ4வ்ளொ கொ2வ்லாக் சொக்கடு3,Cumin rice dumpling is good for cough,சீரக கொழுக்கட்டை இருமலுக்கு நல்லது,food,corpus_sourashtradictionary
,,ஸெவி,sevi,,,,Dumpling Roll,நீட்டு கொழுக்கட்டை,ஸெவி பி3ஜ்ஜெ தூ3து3 பேஸ் கு3ள்ளெகன் ருசிகன் ர்ஹாயி,Dumpling roll soaked milk porridge is sweet and delicious,"கொழுக்கட்டை ஊறிய பால் கஞ்சி இனிப்பாக, சுவையாக இருக்கும்",food,corpus_sourashtradictionary
,,பஸெம்,pasem,,,,Rice Pudding,பாயசம்,நிளமு பெ3ளா பஸெம் தடொ3வொன்னு ர்ஹாயி,Green gram rice pudding is watery,பச்சைப்பயறு பாயாசம் தண்ணீராக இருக்கும்,food,corpus_sourashtradictionary
,,ஹல்வொ,halvo,,,,Halva,அல்வா,கோழிக்கோடு3 ஹல்வா வேன் ப்ரஸித்3தி4 ஹொயெயொ,The Kozhikode Halwa is very popular,கோழிக்கோடு அல்வா மிகவும் பிரபலமானது,food,corpus_sourashtradictionary
,,கெஷாவ்,keshaav,,,,Potion,கஷாயம்,தி3வளி நெக்3கு3ன் ஜீர்ணு ஹோத்தக் கெஷாவ் பெனொ,Drink potion to digest Diwali snacks,தீபாவளி பலகாரங்கள் செரிக்க கசாயம் குடிக்கவேண்டும்,food,corpus_sourashtradictionary
,,பேஸ்,pEs,,,,"Porridge, Gruel, Pulp, Mush",கஞ்சி,ஶிம்பு3 பீடும் கெரெ பேஸ் பில்லல்னுக் சொக்கடு3,Porridge made from grain flour is good for children,தானிய மாவில் செய்த கஞ்சி குழந்தைகளுக்கு நல்லது,food,corpus_sourashtradictionary
,,வெளெபேஸ்,veLepEs,,,,"Boiled rice water, Rice Porridge",வடிகஞ்சி,மலையாளின் வெளெபேஸும் மீட் தகி3லி பேஸூன்,Malayalis drink rice porridge with salt,மலையாளிகள் வடிகஞ்சியில் உப்பு போட்டு குடிப்பார்கள்,food,corpus_sourashtradictionary
,,து4வன்,dhuvan,,,,"Rice rinsed water, Rice washed water","அரிசி கழுவிய தண்ணீர், கழனி தண்ணீர்",து4வனு பனி கா3ய்கொ3ருனுக் தே3ஸுன்,Rice rinsed water is fed to cattles,கழனித் தண்ணீர் கால்நடைகளுக்கு கொடுப்பார்கள்,food,corpus_sourashtradictionary
,,கொடு3க்,koDuk,,,,Spicy Gruel,"மிளகு மஞ்சள் கலந்த கஞ்சி, காரகஞ்சி",அத்தொ கொடு3க் பெனார் ஸேயா?,Are there any spicy gruel drinkers now?,இப்போது காரகஞ்சி குடிப்பவர்கள் உண்டா?,food,corpus_sourashtradictionary
,,முற்கெ3,murge,,,,"Rotten, Decomposed","அழுகின, அழுகிய, சிதைந்த",பொள்ளாம் ர்ஹீ முற்கெ3 வஸுனொ அவரஸ்,A rotten smell comes from the fruit,பழத்திலிருந்து அழுகிய வாசனை வருகிறது,food,corpus_sourashtradictionary
,,முட3த்தெ,muDatte,,,,"Rot, Decompose","அழுகுதல், சிதைதல்",பொள்ளானுக் முட3த்தக் ஸொட்3னகொ3 !,Do not let the fruits rot !,பழங்களை அழுக விடாதே !,food,corpus_sourashtradictionary
,,முடி3னி (தூ3த்),muDini (doot),,,,"Spoilage (milk), Decomposition","திரிந்துபோதல் (பால்), கெட்டுப்போதல்",ஹூனுகலமு தூ3த் ப4ராட் தொவெத் முட்3ஜாயி,Milk gets spoiled if left outside in summer,வெயில்காலத்தில் பாலை வெளியில் வைத்தால் திரிந்துவிடும்,food,corpus_sourashtradictionary
,,விட்டய,viTTaya,,,,"Spoilt, Rotten, Stale",ஊசிப்போன,விட்டய பா4த் ஸுனொ மெல்லொ கா2னா,Even the dog will not eat the rotten rice,ஊசிப்போன சாதத்தை நாய் கூட சாப்பிடாது,food,corpus_sourashtradictionary
,,நஜ்ஜெ,najje,,,,"Spoilt, Rotten, Stale",கெட்டுப்போன,நஜ்ஜெ பு4ர்கொ தகெத் அவ்ண்டி கொடு3 லக3ய்,"If you use spoiled powder, the broth will taste bitter",கெட்டுப்போன பொடி போட்டால் குழம்பு கசக்கும்,food,corpus_sourashtradictionary
,,ரெஸ்ஸு,ressu,,,,"Juice, Soup",சாறு,ஸெக்கர் ரோக்3 கெரின் பொள்ளா ரெஸ்ஸு பே ஹோனா,Diabetics should not drink fruit juice,சர்க்கரை நோயாளிகள் பழச்சாறு குடிக்கக் கூடாது,food,corpus_sourashtradictionary
,,குட்கொ,kuTko,,,,Piece,துண்டு,ஸெவாக்கய்லாக் சர்பாஞ்சு குட்கொகன் காட்,Cut the drumstick into four to five pieces,முருங்கைக்காயை நான்கைந்து துண்டுகளாக நறுக்கவும்,food,corpus_sourashtradictionary
,,நலாபனி,nalaapani,,,,Tap Water,குழாய் நீர்,நலாபனி சொக்கட் ருசிகன் ஸே,Tap water tastes good,குழாய் நீர் நல்ல சுவையாக உள்ளது,food,corpus_sourashtradictionary
,,கா2ன்பான்ஶாலொ,khaanpaanssaalo,,,,"Restaurant, Hotel",உணவகம்,கண்ணா கா2ன்பான்ஶாலாம் ராஜ்ஜெமன் ருசிகன் ர்ஹாயி,The dinner at Kannan restaurant is delicious,கண்ணன் உணவகத்தில் இரவு உணவு சுவையாக இருக்கும்,food,corpus_sourashtradictionary
,,வஸனுஶாலொ,vasanussaalo,,,,"Lodge, Hostel",தங்கும் விடுதி,எல்லெ வஸனுஶாலாம் 500 பொ2வ்னான் வஸன் கெருவாய்,This hotel can accommodate 500 guests,இந்த தங்கும் விடுதில் 500 விருந்தினர்கள் தங்கலாம்,food,corpus_sourashtradictionary
,,நெட்ஷத்ரு வஸனுஶாலொ,neTshatru vasanussaalo,,,,Star Hotel,நட்சத்திர விடுதி,நெட்ஷத்ரு வஸனுஶாலாம் கொனேவெள காப்பி அப்3ப3யி,Coffee is available anytime at Star Hotel,நட்சத்திர ஓட்டலில் எந்நேரமும் காபி கிடைக்கும்,food,corpus_sourashtradictionary
,,தாடி3 பனி,taaDi pani,,,,Toddy,கள்ளு,அம்ப3ட் பொட்3னா தாடி3 பனி போடு3க் சொக்கட் மெனன்,Unfermented toddy is said to be good for the stomach,புளிக்காத கள் வயிற்றுக்கு நல்லது என்பார்கள்,food,corpus_sourashtradictionary
,,கெள்ளு,keLLu,,,,Toddy,கள்ளு,கெள்ளு விக்கத்தெ ஏட் ப3ந்தி3 கெர்திரியொ,Selling toddy is prohibited here,இங்கு கள் விற்பது இங்கு தடை செய்யப்பட்டுள்ளது,food,corpus_sourashtradictionary
,,ஸெரொ,sero,,,,"Arrack, Liquor, Drinks, Alcohol, Spirit","சாராயம், பட்டைச் சாராயம்",ஸெரொ பேத்தெ நஜ்ஜெ வட்கெ,Drinking arrack is a bad habit,சாராயம் குடிப்பது கெட்ட பழக்கம்,food,corpus_sourashtradictionary
,,ஸெரா பனி,seraa pani,,,,"Hot drinks, Drinks, Arrack, Liquor, Alcohol, Spirit","மதுபானம், போதை பானம்",ஸெரா பனி களஜ்ஜிக் பா3தொ3 கெரய்,Alcohol affects the liver,மதுபானம் கல்லீரலை பாதிக்கும்,food,corpus_sourashtradictionary
,,பெனிஶாலொ,penissaalo,,,,Bar,மதுக்கூடம்,அத்தொ அஸ்கி பெ3ய்லனுக் மெனி பெத்தே பெனிஶாலொ ஸே,Nowadays there is a separate bar for women,இப்போதெல்லாம் பெண்களுக்கென தனி மதுக்கூடம் உள்ளது,food,corpus_sourashtradictionary
,,பனி தய்லத்தெ,pani taylatte,,,,Boozing,மது அருந்துதல்,பனி தய்லி பொ3ண்டி3 தொ3வ்ட3த்தெ விபத் ஹொயெயொ,Drunk driving is dangerous,குடித்துவிட்டு வண்டி ஓட்டுவது அபாயமானது,food,corpus_sourashtradictionary
,,பெனி,peni,,,,Boozing,மது அருந்துதல்,பெனிக் பொள்கி3ள்டி3யத் ஸொட3ன் முஸுனா,"Once you get used to drinking alcohol, you can't quit",மது அருந்த பழகிவிட்டால் விட முடியாது,food,corpus_sourashtradictionary
,,மொதொ3,modo,,,,Intoxication,போதை,பனி தய்லியெத் மொதொ3 அவயி,Drinking alcohol causes intoxication,மது அருந்தினால் போதை ஏறும்,food,corpus_sourashtradictionary
,,கு3ள்ளெ பனி,guLLe pani,,,,"Soft drinks, Beverage",குளிர்பானம்,கு3ள்ளெ பனிக் ஸில்லொகன் பெனொ,Soft drinks should be drunk cold,குளிர்பானங்களை குளிர்ச்சியாக குடிக்க வேண்டும்,food,corpus_sourashtradictionary
,,நொம்மத்தெ,nommatte,,,,Chewing,மெல்லுதல்,தோனும் காய் நொம்மரியோ?,What are you chewing in mouth?,வாயில் என்ன மெல்லுகிறீர்கள் ?,food,corpus_sourashtradictionary
